6, 768, true, 1 
71, 711, true, 1 
130, 398, true, 1 
128, 398, true, 1 
71, 199, true, 1 
325, 227, true, 1 
73, 199, true, 1 
10, 768, true, 1 
8, 768, true, 1 
73, 711, true, 1 
278, 284, true, 1 
276, 284, true, 1 
339, 483, true, 1 
101, 455, true, 1 
103, 455, true, 1 
97, 455, true, 1 
99, 455, true, 1 
109, 455, true, 1 
426, 426, true, 1 
239, 597, true, 1 
111, 455, true, 1 
426, 170, true, 1 
493, 113, true, 1 
105, 455, true, 1 
493, 369, true, 1 
107, 455, true, 1 
245, 597, true, 1 
247, 597, true, 1 
241, 597, true, 1 
243, 597, true, 1 
383, 739, true, 1 
381, 739, true, 1 
249, 597, true, 1 
135, 711, true, 1 
391, 739, true, 1 
259, 85, true, 1 
389, 739, true, 1 
261, 85, true, 1 
387, 739, true, 1 
135, 199, true, 1 
385, 739, true, 1 
137, 199, true, 1 
334, 284, true, 1 
332, 284, true, 1 
137, 711, true, 1 
338, 284, true, 1 
336, 284, true, 1 
340, 28, true, 1 
342, 284, true, 1 
340, 284, true, 1 
342, 28, true, 1 
474, 426, true, 1 
478, 426, true, 1 
476, 426, true, 1 
482, 426, true, 1 
480, 426, true, 1 
484, 426, true, 1 
490, 682, true, 1 
492, 170, true, 1 
492, 426, true, 1 
445, 483, true, 1 
59, 57, true, 1 
447, 483, true, 1 
59, 825, true, 1 
441, 483, true, 1 
443, 483, true, 1 
388, 540, true, 1 
327, 597, true, 1 
390, 540, true, 1 
199, 455, true, 1 
384, 540, true, 1 
449, 483, true, 1 
386, 540, true, 1 
451, 483, true, 1 
333, 597, true, 1 
335, 597, true, 1 
329, 597, true, 1 
392, 540, true, 1 
201, 455, true, 1 
331, 597, true, 1 
394, 540, true, 1 
404, 540, true, 1 
406, 540, true, 1 
337, 597, true, 1 
404, 28, true, 1 
22, 370, true, 1 
406, 28, true, 1 
156, 512, true, 1 
158, 512, true, 1 
154, 512, true, 1 
164, 512, true, 1 
160, 512, true, 1 
162, 512, true, 1 
300, 654, true, 1 
302, 654, true, 1 
296, 654, true, 1 
298, 654, true, 1 
438, 796, true, 1 
304, 654, true, 1 
306, 654, true, 1 
446, 796, true, 1 
123, 57, true, 1 
444, 796, true, 1 
123, 825, true, 1 
442, 796, true, 1 
440, 796, true, 1 
263, 711, true, 1 
389, 853, true, 1 
387, 85, true, 1 
387, 853, true, 1 
391, 341, true, 1 
389, 85, true, 1 
389, 341, true, 1 
448, 796, true, 1 
395, 341, true, 1 
393, 341, true, 1 
399, 341, true, 1 
397, 341, true, 1 
265, 711, true, 1 
470, 796, true, 1 
86, 626, true, 1 
468, 796, true, 1 
468, 28, true, 1 
86, 370, true, 1 
470, 28, true, 1 
531, 483, true, 1 
39, 171, true, 1 
41, 171, true, 1 
43, 171, true, 1 
490, 28, true, 1 
110, 626, true, 1 
492, 28, true, 1 
494, 28, true, 1 
496, 28, true, 1 
433, 85, true, 1 
498, 28, true, 1 
435, 85, true, 1 
500, 28, true, 1 
437, 85, true, 1 
439, 85, true, 1 
376, 142, true, 1 
441, 85, true, 1 
378, 142, true, 1 
443, 85, true, 1 
187, 825, true, 1 
380, 142, true, 1 
319, 199, true, 1 
382, 142, true, 1 
321, 199, true, 1 
327, 711, true, 1 
384, 142, true, 1 
262, 512, true, 1 
323, 199, true, 1 
386, 142, true, 1 
262, 256, true, 1 
325, 199, true, 1 
327, 199, true, 1 
266, 256, true, 1 
329, 199, true, 1 
264, 256, true, 1 
264, 512, true, 1 
270, 256, true, 1 
207, 313, true, 1 
266, 512, true, 1 
268, 256, true, 1 
205, 313, true, 1 
329, 711, true, 1 
20, 484, true, 1 
213, 569, true, 1 
211, 313, true, 1 
534, 796, true, 1 
215, 569, true, 1 
272, 256, true, 1 
209, 313, true, 1 
532, 796, true, 1 
532, 28, true, 1 
150, 370, true, 1 
215, 313, true, 1 
20, 228, true, 1 
211, 569, true, 1 
534, 28, true, 1 
148, 370, true, 1 
213, 313, true, 1 
91, 427, true, 1 
221, 569, true, 1 
154, 370, true, 1 
152, 370, true, 1 
95, 427, true, 1 
217, 569, true, 1 
158, 370, true, 1 
93, 427, true, 1 
219, 569, true, 1 
156, 370, true, 1 
99, 427, true, 1 
359, 711, true, 1 
97, 427, true, 1 
357, 711, true, 1 
355, 711, true, 1 
101, 427, true, 1 
353, 711, true, 1 
107, 427, true, 1 
495, 853, true, 1 
107, 683, true, 1 
174, 370, true, 1 
363, 711, true, 1 
174, 114, true, 1 
361, 711, true, 1 
306, 256, true, 1 
503, 853, true, 1 
304, 256, true, 1 
501, 853, true, 1 
310, 256, true, 1 
499, 853, true, 1 
308, 256, true, 1 
497, 853, true, 1 
314, 256, true, 1 
312, 256, true, 1 
251, 57, true, 1 
446, 398, true, 1 
505, 853, true, 1 
391, 711, true, 1 
450, 398, true, 1 
448, 398, true, 1 
454, 398, true, 1 
391, 199, true, 1 
452, 398, true, 1 
393, 199, true, 1 
456, 398, true, 1 
393, 711, true, 1 
214, 626, true, 1 
90, 484, true, 1 
171, 427, true, 1 
171, 171, true, 1 
126, 484, true, 1 
315, 569, true, 1 
132, 484, true, 1 
134, 484, true, 1 
128, 484, true, 1 
130, 484, true, 1 
268, 626, true, 1 
270, 626, true, 1 
136, 484, true, 1 
85, 541, true, 1 
276, 626, true, 1 
469, 455, true, 1 
87, 541, true, 1 
278, 626, true, 1 
471, 455, true, 1 
272, 626, true, 1 
278, 370, true, 1 
274, 626, true, 1 
412, 512, true, 1 
414, 768, true, 1 
477, 455, true, 1 
412, 768, true, 1 
414, 512, true, 1 
479, 455, true, 1 
410, 768, true, 1 
473, 455, true, 1 
475, 455, true, 1 
357, 569, true, 1 
420, 512, true, 1 
359, 569, true, 1 
420, 768, true, 1 
422, 512, true, 1 
416, 512, true, 1 
418, 768, true, 1 
355, 569, true, 1 
416, 768, true, 1 
418, 512, true, 1 
365, 569, true, 1 
300, 626, true, 1 
363, 313, true, 1 
302, 626, true, 1 
361, 313, true, 1 
361, 569, true, 1 
235, 683, true, 1 
302, 370, true, 1 
367, 313, true, 1 
363, 569, true, 1 
298, 626, true, 1 
302, 114, true, 1 
365, 313, true, 1 
308, 626, true, 1 
371, 313, true, 1 
369, 313, true, 1 
304, 626, true, 1 
306, 626, true, 1 
379, 57, true, 1 
379, 825, true, 1 
379, 569, true, 1 
454, 256, true, 1 
458, 256, true, 1 
456, 256, true, 1 
212, 228, true, 1 
295, 683, true, 1 
299, 427, true, 1 
299, 171, true, 1 
299, 683, true, 1 
297, 683, true, 1 
183, 541, true, 1 
189, 541, true, 1 
443, 313, true, 1 
120, 342, true, 1 
191, 541, true, 1 
443, 57, true, 1 
185, 541, true, 1 
187, 541, true, 1 
327, 683, true, 1 
325, 683, true, 1 
518, 256, true, 1 
193, 541, true, 1 
518, 0, true, 1 
520, 0, true, 1 
522, 256, true, 1 
203, 285, true, 1 
335, 683, true, 1 
520, 256, true, 1 
522, 0, true, 1 
333, 683, true, 1 
524, 0, true, 1 
331, 683, true, 1 
461, 57, true, 1 
526, 0, true, 1 
329, 683, true, 1 
463, 57, true, 1 
215, 797, true, 1 
471, 825, true, 1 
528, 0, true, 1 
465, 57, true, 1 
213, 797, true, 1 
469, 825, true, 1 
467, 57, true, 1 
467, 825, true, 1 
404, 114, true, 1 
406, 370, true, 1 
469, 57, true, 1 
406, 114, true, 1 
471, 57, true, 1 
408, 114, true, 1 
347, 171, true, 1 
477, 825, true, 1 
410, 114, true, 1 
349, 171, true, 1 
475, 825, true, 1 
412, 114, true, 1 
351, 171, true, 1 
473, 825, true, 1 
414, 114, true, 1 
290, 228, true, 1 
353, 171, true, 1 
359, 683, true, 1 
418, 370, true, 1 
355, 171, true, 1 
294, 228, true, 1 
357, 171, true, 1 
422, 370, true, 1 
292, 228, true, 1 
420, 370, true, 1 
298, 228, true, 1 
235, 285, true, 1 
426, 370, true, 1 
296, 228, true, 1 
233, 285, true, 1 
424, 370, true, 1 
239, 285, true, 1 
363, 683, true, 1 
300, 228, true, 1 
237, 285, true, 1 
361, 683, true, 1 
428, 370, true, 1 
178, 342, true, 1 
243, 285, true, 1 
176, 342, true, 1 
241, 285, true, 1 
119, 399, true, 1 
182, 342, true, 1 
180, 342, true, 1 
123, 399, true, 1 
186, 342, true, 1 
121, 399, true, 1 
184, 342, true, 1 
127, 399, true, 1 
507, 825, true, 1 
125, 399, true, 1 
507, 569, true, 1 
70, 712, true, 1 
7, 769, true, 1 
129, 399, true, 1 
5, 769, true, 1 
70, 200, true, 1 
72, 200, true, 1 
15, 513, true, 1 
74, 200, true, 1 
74, 712, true, 1 
15, 257, true, 1 
72, 712, true, 1 
9, 769, true, 1 
340, 484, true, 1 
17, 257, true, 1 
470, 626, true, 1 
17, 513, true, 1 
279, 285, true, 1 
277, 285, true, 1 
100, 456, true, 1 
102, 456, true, 1 
423, 427, true, 1 
98, 456, true, 1 
423, 171, true, 1 
108, 456, true, 1 
425, 171, true, 1 
427, 427, true, 1 
110, 456, true, 1 
425, 427, true, 1 
427, 171, true, 1 
104, 456, true, 1 
494, 370, true, 1 
106, 456, true, 1 
494, 114, true, 1 
244, 598, true, 1 
246, 598, true, 1 
240, 598, true, 1 
242, 598, true, 1 
382, 740, true, 1 
571, 313, true, 1 
571, 825, true, 1 
248, 598, true, 1 
571, 569, true, 1 
250, 598, true, 1 
134, 712, true, 1 
390, 740, true, 1 
388, 740, true, 1 
386, 740, true, 1 
384, 740, true, 1 
134, 200, true, 1 
136, 200, true, 1 
138, 200, true, 1 
138, 712, true, 1 
335, 285, true, 1 
136, 712, true, 1 
392, 740, true, 1 
333, 285, true, 1 
339, 285, true, 1 
337, 285, true, 1 
341, 29, true, 1 
343, 285, true, 1 
341, 285, true, 1 
343, 29, true, 1 
475, 427, true, 1 
479, 427, true, 1 
477, 427, true, 1 
483, 427, true, 1 
487, 683, true, 1 
481, 427, true, 1 
485, 427, true, 1 
491, 427, true, 1 
491, 171, true, 1 
491, 683, true, 1 
489, 683, true, 1 
119, 513, true, 1 
444, 484, true, 1 
58, 58, true, 1 
446, 484, true, 1 
383, 541, true, 1 
440, 484, true, 1 
58, 826, true, 1 
121, 513, true, 1 
442, 484, true, 1 
389, 541, true, 1 
198, 456, true, 1 
326, 598, true, 1 
391, 541, true, 1 
448, 484, true, 1 
133, 1, true, 1 
385, 541, true, 1 
450, 484, true, 1 
135, 1, true, 1 
387, 541, true, 1 
137, 1, true, 1 
332, 598, true, 1 
334, 598, true, 1 
200, 456, true, 1 
328, 598, true, 1 
393, 541, true, 1 
202, 456, true, 1 
330, 598, true, 1 
405, 541, true, 1 
407, 541, true, 1 
23, 371, true, 1 
336, 598, true, 1 
405, 29, true, 1 
21, 371, true, 1 
407, 29, true, 1 
157, 513, true, 1 
25, 371, true, 1 
159, 513, true, 1 
155, 513, true, 1 
165, 513, true, 1 
161, 513, true, 1 
163, 513, true, 1 
301, 655, true, 1 
303, 655, true, 1 
297, 655, true, 1 
299, 655, true, 1 
439, 797, true, 1 
305, 655, true, 1 
307, 655, true, 1 
447, 797, true, 1 
122, 58, true, 1 
445, 797, true, 1 
443, 797, true, 1 
122, 826, true, 1 
441, 797, true, 1 
262, 712, true, 1 
197, 1, true, 1 
390, 342, true, 1 
449, 797, true, 1 
199, 1, true, 1 
201, 1, true, 1 
394, 342, true, 1 
392, 342, true, 1 
266, 712, true, 1 
207, 257, true, 1 
398, 342, true, 1 
264, 712, true, 1 
396, 342, true, 1 
85, 627, true, 1 
471, 797, true, 1 
532, 484, true, 1 
87, 627, true, 1 
469, 797, true, 1 
209, 257, true, 1 
400, 342, true, 1 
87, 371, true, 1 
469, 29, true, 1 
85, 371, true, 1 
471, 29, true, 1 
89, 371, true, 1 
89, 627, true, 1 
38, 172, true, 1 
40, 172, true, 1 
489, 29, true, 1 
491, 29, true, 1 
493, 29, true, 1 
495, 29, true, 1 
432, 86, true, 1 
497, 29, true, 1 
434, 86, true, 1 
499, 29, true, 1 
436, 86, true, 1 
176, 570, true, 1 
